"featureFlag","groupRef","entryRef","entryDistribution","groupTier","priority"
"xx","","mp_weapon_car",6,0,0
"xx","","mp_weapon_nemesis",5,0,0
"xx","","",0,0,0
"xx","Weapon_High","",0,3,0
"xx","","mp_weapon_wingman",4,0,0
"xx","","mp_weapon_semipistol",8,0,0
"xx","","mp_weapon_autopistol",8,0,0
"xx","","mp_weapon_shotgun_pistol",10,0,0
"xx","","mp_weapon_shotgun",5,0,0
"xx","","mp_weapon_energy_shotgun",5,0,0
"xx","","mp_weapon_mastiff",3,0,0
"xx","","mp_weapon_alternator_smg",8,0,0
"xx","","mp_weapon_r97",4,0,0
"xx","","mp_weapon_pdw",4,0,0
"xx","","mp_weapon_vinson",6,0,0
"","","",5,0,0
"xx","","mp_weapon_rspn101",4,0,0
"xx","","mp_weapon_energy_ar",5,0,0
"xx","","mp_weapon_esaw",2,0,0
"","","",5,0,0
"xx","","mp_weapon_lmg",4,0,0
"xx","","mp_weapon_g2",5,0,0
"xx","","mp_weapon_dmr",2,0,0
"xx","","mp_weapon_defender",2,0,0
"","","",3,0,0
"xx","","mp_weapon_doubletake",3,0,0
"xx","","mp_weapon_sentinel",3,0,0
"xx","","mp_weapon_volt_smg",4,0,0
"","","",5,0,0
"","","",0,0,0
"xx","","mp_weapon_3030",5,0,0
"","","",0,0,0
"xx","","mp_weapon_dragon_lmg",5,0,0
"xx","","mp_weapon_car",5,0,0
"xx","","mp_weapon_nemesis",5,0,0
"xx","","",0,0,0
"xx","ammo","",0,0,0
"xx","","bullet",25,0,0
"xx","","shotgun",2,0,0
"xx","","highcal",27,0,0
"xx","","special",30,0,0
"xx","","sniper",13,0,0
"xx","","",0,0,0
"xx","Health_Small","",0,0,0
"xx","","health_pickup_health_small",42,0,0
"xx","","health_pickup_combo_small",58,0,0
"xx","","",0,0,0
"xx","Health_Large","",0,0,0
"xx","","health_pickup_combo_full",13,0,0
"xx","","health_pickup_combo_large",46,0,0
"xx","","health_pickup_health_large",41,0,0
"xx","","",0,0,0
"xx","Health_Low","",0,1,0
"xx","","health_pickup_combo_full",3,0,0
"xx","","health_pickup_health_small",33,0,0
"xx","","health_pickup_combo_small",45,0,0
"xx","","health_pickup_combo_large",10,0,0
"xx","","health_pickup_health_large",9,0,0
"xx","","",0,0,0
"xx","Health_Medium","",0,2,0
"xx","","health_pickup_combo_full",3,0,0
"xx","","health_pickup_health_small",30,0,0
"xx","","health_pickup_combo_small",40,0,0
"xx","","health_pickup_combo_large",14,0,0
"xx","","health_pickup_health_large",13,0,0
"xx","","",0,0,0
"xx","Health_High","",0,3,0
"xx","","health_pickup_combo_full",6,0,0
"xx","","health_pickup_health_small",28,0,0
"xx","","health_pickup_combo_small",39,0,0
"xx","","health_pickup_combo_large",14,0,0
"xx","","health_pickup_health_large",13,0,0
"xx","","",0,0,0
"xx","Health_1","",0,1,0
"xx","","health_pickup_combo_small",75,0,0
"xx","","health_pickup_health_small",25,0,0
"xx","","",0,0,0
"xx","Health_2","",0,2,0
"xx","","health_pickup_combo_large",75,0,0
"xx","","health_pickup_health_large",25,0,0
"xx","","",0,0,0
"xx","Health_3","",0,3,0
"xx","","health_pickup_combo_full",100,0,0
"xx","","",0,0,0
"xx","ordnance","",0,0,0
"xx","","mp_weapon_thermite_grenade",30,0,0
"xx","","mp_weapon_frag_grenade",30,0,0
"xx","","mp_weapon_grenade_emp",30,0,0
"xx","","health_pickup_ultimate",6,0,0
"xx","","",0,0,0
"xx","ordnance_drops","",0,0,0
"xx","","mp_weapon_thermite_grenade",40,0,0
"xx","","mp_weapon_frag_grenade",40,0,0
"xx","","mp_weapon_grenade_emp",20,0,0
"xx","","",0,0,0
"xx","Attachment_Low","",0,1,0
"xx","","optic_cq_hcog_classic",6,0,0
"xx","","optic_cq_holosight",7,0,0
"xx","","optic_cq_hcog_bruiser",4,0,0
"xx","","optic_cq_holosight_variable",2,0,0
"xx","","optic_ranged_hcog",3,0,0
"xx","","optic_ranged_aog_variable",2,0,0
"xx","","optic_sniper",2,0,0
"xx","","optic_sniper_variable",2,0,0
"xx","","optic_cq_threat",1,0,0
"xx","","bullets_mag_l1",5,0,0
"xx","","bullets_mag_l2",3,0,0
"xx","","bullets_mag_l3",1.5,0,0
"xx","","bullets_mag_l4",0.1,0,0
"xx","","highcal_mag_l1",5,0,0
"xx","","highcal_mag_l2",3,0,0
"xx","","highcal_mag_l3",1.5,0,0
"xx","","highcal_mag_l4",0.1,0,0
"xx","","energy_mag_l1",5,0,0
"xx","","energy_mag_l2",3,0,0
"xx","","energy_mag_l3",1.5,0,0
"xx","","energy_mag_l4",0.1,0,0
"xx","","sniper_mag_l1",4,0,0
"xx","","sniper_mag_l2",3.5,0,0
"xx","","sniper_mag_l3",2,0,0
"xx","","sniper_mag_l4",0.05,0,0
"xx","","shotgun_bolt_l1",6,0,0
"xx","","shotgun_bolt_l2",3,0,0
"xx","","shotgun_bolt_l3",2,0,0
"xx","","shotgun_bolt_l4",0.2,0,0
"xx","","stock_tactical_l1",6.5,0,0
"xx","","stock_tactical_l2",4,0,0
"xx","","stock_tactical_l3",1.5,0,0
"xx","","stock_sniper_l1",3.75,0,0
"xx","","stock_sniper_l2",2,0,0
"xx","","stock_sniper_l3",1,0,0
"xx","","laser_sight_l1",7.5,0,0
"xx","","laser_sight_l2",4,0,0
"xx","","laser_sight_l3",1.5,0,0
"xx","","barrel_stabilizer_l1",7.5,0,0
"xx","","barrel_stabilizer_l2",4,0,0
"xx","","barrel_stabilizer_l3",1.5,0,0
"xx","","Hopup_Purple",0,0,0
"xx","","Hopup_Gold",2,0,0
"xx","","",0,0,0
"xx","Attachment_Medium","",0,2,0
"xx","","optic_cq_hcog_classic",4,0,0
"xx","","optic_cq_holosight",6,0,0
"xx","","optic_cq_hcog_bruiser",4,0,0
"xx","","optic_cq_holosight_variable",3,0,0
"xx","","optic_ranged_hcog",3,0,0
"xx","","optic_ranged_aog_variable",2,0,0
"xx","","optic_sniper",3,0,0
"xx","","optic_sniper_variable",3,0,0
"xx","","optic_cq_threat",1,0,0
"xx","","bullets_mag_l1",5,0,0
"xx","","bullets_mag_l2",5,0,0
"xx","","bullets_mag_l3",1.5,0,0
"xx","","bullets_mag_l4",0.15,0,0
"xx","","highcal_mag_l1",5,0,0
"xx","","highcal_mag_l2",5,0,0
"xx","","highcal_mag_l3",1.5,0,0
"xx","","highcal_mag_l4",0.15,0,0
"xx","","energy_mag_l1",5,0,0
"xx","","energy_mag_l2",5,0,0
"xx","","energy_mag_l3",1.5,0,0
"xx","","energy_mag_l4",0.15,0,0
"xx","","sniper_mag_l1",3.5,0,0
"xx","","sniper_mag_l2",3.5,0,0
"xx","","sniper_mag_l3",2,0,0
"xx","","sniper_mag_l4",0.1,0,0
"xx","","shotgun_bolt_l1",5,0,0
"xx","","shotgun_bolt_l2",4,0,0
"xx","","shotgun_bolt_l3",2,0,0
"xx","","shotgun_bolt_l4",0.3,0,0
"xx","","stock_tactical_l1",5.5,0,0
"xx","","stock_tactical_l2",5,0,0
"xx","","stock_tactical_l3",1.5,0,0
"xx","","stock_sniper_l1",4.75,0,0
"xx","","stock_sniper_l2",3,0,0
"xx","","stock_sniper_l3",1.5,0,0
"xx","","laser_sight_l1",6.5,0,0
"xx","","laser_sight_l2",5,0,0
"xx","","laser_sight_l3",1.5,0,0
"xx","","barrel_stabilizer_l1",6.5,0,0
"xx","","barrel_stabilizer_l2",5,0,0
"xx","","barrel_stabilizer_l3",1.5,0,0
"xx","","Hopup_Purple",0,0,0
"xx","","Hopup_Gold",3,0,0
"xx","","",0,0,0
"xx","Attachment_High","",0,3,0
"xx","","optic_cq_hcog_classic",4,0,0
"xx","","optic_cq_holosight",5,0,0
"xx","","optic_cq_hcog_bruiser",3,0,0
"xx","","optic_cq_holosight_variable",3,0,0
"xx","","optic_ranged_hcog",2,0,0
"xx","","optic_ranged_aog_variable",3,0,0
"xx","","optic_sniper",3,0,0
"xx","","optic_sniper_variable",3,0,0
"xx","","optic_cq_threat",1,0,0
"xx","","bullets_mag_l1",4,0,0
"xx","","bullets_mag_l2",5,0,0
"xx","","bullets_mag_l3",3.5,0,0
"xx","","bullets_mag_l4",0.25,0,0
"xx","","highcal_mag_l1",4,0,0
"xx","","highcal_mag_l2",5,0,0
"xx","","highcal_mag_l3",3.5,0,0
"xx","","highcal_mag_l4",0.25,0,0
"xx","","energy_mag_l1",4,0,0
"xx","","energy_mag_l2",5,0,0
"xx","","energy_mag_l3",3.5,0,0
"xx","","energy_mag_l4",0.25,0,0
"xx","","sniper_mag_l1",3.5,0,0
"xx","","sniper_mag_l2",3.5,0,0
"xx","","sniper_mag_l3",2.5,0,0
"xx","","sniper_mag_l4",0.25,0,0
"xx","","shotgun_bolt_l1",5,0,0
"xx","","shotgun_bolt_l2",4,0,0
"xx","","shotgun_bolt_l3",3,0,0
"xx","","shotgun_bolt_l4",1,0,0
"xx","","stock_tactical_l1",4.5,0,0
"xx","","stock_tactical_l2",5,0,0
"xx","","stock_tactical_l3",2.5,0,0
"xx","","stock_sniper_l1",3.75,0,0
"xx","","stock_sniper_l2",4,0,0
"xx","","stock_sniper_l3",2,0,0
"xx","","laser_sight_l1",5,0,0
"xx","","laser_sight_l2",5,0,0
"xx","","laser_sight_l3",2,0,0
"xx","","barrel_stabilizer_l1",5.5,0,0
"xx","","barrel_stabilizer_l2",5,0,0
"xx","","barrel_stabilizer_l3",1.5,0,0
"xx","","Hopup_Purple",0,0,0
"xx","","Hopup_Gold",4,0,0
"xx","","",0,0,0
"xx","Attachment_Low_v2","",0,1,0
"xx","","optic_cq_hcog_classic",6,0,0
"xx","","optic_cq_holosight",7,0,0
"xx","","optic_cq_hcog_bruiser",4,0,0
"xx","","optic_cq_holosight_variable",2,0,0
"xx","","optic_ranged_hcog",3,0,0
"xx","","optic_ranged_aog_variable",2,0,0
"xx","","optic_sniper",2,0,0
"xx","","optic_sniper_variable",2,0,0
"xx","","optic_cq_threat",1,0,0
"xx","","bullets_mag_l1",5,0,0
"xx","","highcal_mag_l1",5,0,0
"xx","","energy_mag_l1",5,0,0
"xx","","sniper_mag_l1",4,0,0
"xx","","shotgun_bolt_l1",6,0,0
"xx","","stock_tactical_l1",6.5,0,0
"xx","","stock_sniper_l1",3.75,0,0
"xx","","laser_sight_l1",7.5,0,0
"xx","","barrel_stabilizer_l1",7.5,0,0
"xx","","bullets_mag_l2",2.4,0,0
"xx","","highcal_mag_l2",2.4,0,0
"xx","","energy_mag_l2",2.4,0,0
"xx","","sniper_mag_l2",2.8,0,0
"xx","","shotgun_bolt_l2",2.4,0,0
"xx","","stock_tactical_l2",3.2,0,0
"xx","","stock_sniper_l2",1.6,0,0
"xx","","laser_sight_l2",3.2,0,0
"xx","","barrel_stabilizer_l2",3.2,0,0
"xx","","bullets_mag_l3",1.2,0,0
"xx","","highcal_mag_l3",1.2,0,0
"xx","","energy_mag_l3",1.2,0,0
"xx","","sniper_mag_l3",1.6,0,0
"xx","","shotgun_bolt_l3",1.6,0,0
"xx","","stock_tactical_l3",1.2,0,0
"xx","","stock_sniper_l3",0.8,0,0
"xx","","laser_sight_l3",1.2,0,0
"xx","","barrel_stabilizer_l3",1.2,0,0
"xx","","bullets_mag_l4",0.1,0,0
"xx","","highcal_mag_l4",0.1,0,0
"xx","","energy_mag_l4",0.1,0,0
"xx","","sniper_mag_l4",0.05,0,0
"xx","","shotgun_bolt_l4",0.2,0,0
"xx","","Hopup_Purple",0,0,0
"xx","","Hopup_Gold",2,0,0
"xx","","",0,0,0
"xx","Attachment_Medium_v2","",0,2,0
"xx","","optic_cq_hcog_classic",4,0,0
"xx","","optic_cq_holosight",6,0,0
"xx","","optic_cq_hcog_bruiser",4,0,0
"xx","","optic_cq_holosight_variable",3,0,0
"xx","","optic_ranged_hcog",3,0,0
"xx","","optic_ranged_aog_variable",2,0,0
"xx","","optic_sniper",3,0,0
"xx","","optic_sniper_variable",3,0,0
"xx","","optic_cq_threat",1,0,0
"xx","","bullets_mag_l1",5,0,0
"xx","","highcal_mag_l1",5,0,0
"xx","","energy_mag_l1",5,0,0
"xx","","sniper_mag_l1",3.5,0,0
"xx","","shotgun_bolt_l1",5,0,0
"xx","","stock_tactical_l1",5.5,0,0
"xx","","laser_sight_l1",6.5,0,0
"xx","","barrel_stabilizer_l1",6.5,0,0
"xx","","stock_sniper_l1",4.75,0,0
"xx","","bullets_mag_l2",4,0,0
"xx","","highcal_mag_l2",4,0,0
"xx","","energy_mag_l2",4,0,0
"xx","","sniper_mag_l2",2.8,0,0
"xx","","shotgun_bolt_l2",3.2,0,0
"xx","","stock_tactical_l2",4,0,0
"xx","","stock_sniper_l2",2.4,0,0
"xx","","laser_sight_l2",4,0,0
"xx","","barrel_stabilizer_l2",4,0,0
"xx","","bullets_mag_l3",1.2,0,0
"xx","","highcal_mag_l3",1.2,0,0
"xx","","energy_mag_l3",1.2,0,0
"xx","","sniper_mag_l3",1.6,0,0
"xx","","shotgun_bolt_l3",1.6,0,0
"xx","","stock_tactical_l3",1.2,0,0
"xx","","stock_sniper_l3",1.2,0,0
"xx","","laser_sight_l3",1.2,0,0
"xx","","barrel_stabilizer_l3",1.2,0,0
"xx","","bullets_mag_l4",0.15,0,0
"xx","","highcal_mag_l4",0.15,0,0
"xx","","energy_mag_l4",0.15,0,0
"xx","","sniper_mag_l4",0.1,0,0
"xx","","shotgun_bolt_l4",0.3,0,0
"xx","","Hopup_Purple",0,0,0
"xx","","Hopup_Gold",3,0,0
"xx","","",0,0,0
"xx","Attachment_High_v2","",0,3,0
"xx","","optic_cq_hcog_classic",4,0,0
"xx","","optic_cq_holosight",5,0,0
"xx","","optic_cq_hcog_bruiser",3,0,0
"xx","","optic_cq_holosight_variable",3,0,0
"xx","","optic_ranged_hcog",2,0,0
"xx","","optic_ranged_aog_variable",3,0,0
"xx","","optic_sniper",3,0,0
"xx","","optic_sniper_variable",3,0,0
"xx","","optic_cq_threat",1,0,0
"xx","","bullets_mag_l1",3.2,0,0
"xx","","highcal_mag_l1",3.2,0,0
"xx","","energy_mag_l1",3.2,0,0
"xx","","sniper_mag_l1",2.8,0,0
"xx","","shotgun_bolt_l1",4,0,0
"xx","","stock_tactical_l1",3.6,0,0
"xx","","stock_sniper_l1",3,0,0
"xx","","laser_sight_l1",4,0,0
"xx","","barrel_stabilizer_l1",4.4,0,0
"xx","","bullets_mag_l2",4,0,0
"xx","","highcal_mag_l2",4,0,0
"xx","","energy_mag_l2",4,0,0
"xx","","sniper_mag_l2",2.8,0,0
"xx","","shotgun_bolt_l2",3.2,0,0
"xx","","stock_tactical_l2",4,0,0
"xx","","stock_sniper_l2",3.2,0,0
"xx","","laser_sight_l2",4,0,0
"xx","","barrel_stabilizer_l2",4,0,0
"xx","","bullets_mag_l3",2.8,0,0
"xx","","highcal_mag_l3",2.8,0,0
"xx","","energy_mag_l3",2.8,0,0
"xx","","sniper_mag_l3",2,0,0
"xx","","shotgun_bolt_l3",2.4,0,0
"xx","","stock_tactical_l3",2,0,0
"xx","","stock_sniper_l3",1.6,0,0
"xx","","laser_sight_l3",1.6,0,0
"xx","","barrel_stabilizer_l3",1.2,0,0
"xx","","bullets_mag_l4",0.25,0,0
"xx","","highcal_mag_l4",0.25,0,0
"xx","","energy_mag_l4",0.25,0,0
"xx","","sniper_mag_l4",0.25,0,0
"xx","","shotgun_bolt_l4",1,0,0
"xx","","Hopup_Purple",0,0,0
"xx","","Hopup_Gold",4,0,0
"xx","","",0,0,0
"xx","Hopup_Purple","",0,0,0
"xx","","hopup_kinetic_loader",0,0,0
"xx","","hopup_smart_reload",0,0,0
"xx","","hopup_double_tap",0,0,0
"xx","","hopup_highcal_rounds",0,0,0
"xx","","",0,0,0
"xx","Hopup_Gold","",0,0,0
"xx","","hopup_double_tap",26,0,0
"xx","","hopup_unshielded_dmg",27,0,0
"xx","","hopup_turbocharger",20,0,0
"xx","","hopup_headshot_dmg",27,0,0
"xx","","",0,0,0
"xx","medic_super","",0,3,300
"xx","","helmet_pickup_lv3",35,0,0
"xx","","armor_pickup_lv3_evolving",35,0,0
"xx","","incapshield_pickup_lv3",30,0,0
"xx","","",0,0,0
"xx","medic_super_solo","",0,3,300
"xx","","Helmet_3",35,0,0
"xx","","Armor_3",35,0,0
"xx","","health_pickup_combo_full",30,0,0
"xx","","",0,0,0
"xx","medic_super_side","",0,1,300
"xx","","Health_1",95,0,0
"xx","","mp_ability_mobile_respawn_beacon",5,0,0
"xx","","",0,0,0
"xx","weapon_super","",0,1,300
"xx","","Weapon_High",100,0,0
"xx","","",0,0,0
"xx","Tick_Epic_Items","",0,3,0
"xx","","Hopup_Gold",2,0,0
"xx","","armor_pickup_lv3_evolving",8,0,0
"xx","","armor_pickup_lv4_all_fast",1,0,0
"xx","","helmet_pickup_lv3",8,0,0
"xx","","helmet_pickup_lv4_abilities",1,0,0
"xx","","backpack_pickup_lv3",8,0,0
"xx","","backpack_pickup_lv4_revive_boost",1,0,0
"xx","","incapshield_pickup_lv3",8,0,0
"xx","","incapshield_pickup_lv4_selfrevive",1,0,0
"xx","","health_pickup_combo_full",9,0,0
"xx","","shotgun_bolt_l3",9,0,0
"xx","","highcal_mag_l3",9,0,0
"xx","","energy_mag_l3",9,0,0
"xx","","sniper_mag_l3",6,0,0
"xx","","stock_sniper_l3",9,0,0
"xx","","stock_tactical_l3",9,0,0
"xx","","barrel_stabilizer_l3",9,0,0
"xx","","laser_sight_l3",9,0,0
"xx","","",0,0,0
"xx","loottick_static_01","",0,3,0
"xx","","Zone_Medium",40,0,0
"xx","","health_pickup_combo_large",30,0,0
"xx","","health_pickup_health_large",30,0,0
"xx","","",0,0,0
"xx","loottick_static_02","",0,3,0
"xx","","Tick_Epic_Items",97.5,0,0
"xx","","gold_weapons",2.5,0,0
"xx","","",0,0,0
"xx","loottick_static_03","",0,3,0
"xx","","Zone_High",90,0,0
"xx","","Tick_Epic_Items",10,0,0
"xx","","",0,0,0
"xx","LootTick_MultiStage_04","",0,3,0
"xx","","Weapon_High",31,0,0
"xx","","ammo",11,0,0
"xx","","Attachment_High",38,0,0
"xx","","ordnance",7,0,0
"xx","","Armor_High",10,0,0
"xx","","Helmet_High",3,0,0
"xx","","",0,0,0
"xx","phaselockbox_contents_01","",0,0,0
"xx","","Zone_Medium",40,0,0
"xx","","health_pickup_combo_large",30,0,0
"xx","","health_pickup_health_large",30,0,0
"xx","","",0,0,0
"xx","phaselockbox_contents_02","",0,0,0
"xx","","Zone_High",97.5,0,0
"xx","","gold_weapons",2.5,0,0
"xx","","",0,0,0
"xx","phaselockbox_contents_epic","",0,0,0
"xx","","armor_pickup_lv3_evolving",6.5,0,0
"xx","","armor_pickup_lv4_all_fast",1.5,0,0
"xx","","helmet_pickup_lv3",6.5,0,0
"xx","","helmet_pickup_lv4_abilities",2.25,0,0
"xx","","backpack_pickup_lv3",6.5,0,0
"xx","","backpack_pickup_lv4_revive_boost",1.5,0,0
"xx","","incapshield_pickup_lv3",6.5,0,0
"xx","","incapshield_pickup_lv4_selfrevive",2.5,0,0
"xx","","shotgun_bolt_l3",8.25,0,0
"xx","","highcal_mag_l3",8.25,0,0
"xx","","energy_mag_l3",8.25,0,0
"xx","","sniper_mag_l3",8.25,0,0
"xx","","stock_sniper_l3",8.25,0,0
"xx","","stock_tactical_l3",8.25,0,0
"xx","","laser_sight_l3",8.25,0,0
"xx","","barrel_stabilizer_l3",8.25,0,0
"xx","","gold_weapons",0.25,0,0
"xx","","",0,0,0
"xx","phaselockbox_contents_legendary","",0,0,0
"xx","","armor_pickup_lv4_all_fast",8,0,0
"xx","","helmet_pickup_lv4_abilities",15,0,0
"xx","","backpack_pickup_lv4_revive_boost",13,0,0
"xx","","incapshield_pickup_lv4_selfrevive",13,0,0
"xx","","optic_cq_threat",16,0,0
"xx","","Hopup_Gold",16,0,0
"xx","","bullets_mag_l4",8,0,0
"xx","","highcal_mag_l4",8,0,0
"xx","","energy_mag_l4",8,0,0
"xx","","sniper_mag_l4",8,0,0
"xx","","gold_weapons",1,0,0
"xx","","",0,0,0
"xx","care_package_1_L","",0,0,0
"xx","","top_tier_health",100,0,0
"xx","","",0,0,0
"xx","care_package_1_R","",0,0,0
"xx","","top_tier_inventory",100,0,0
"xx","","",0,0,0
"xx","care_package_1_C","",0,0,0
"xx","","crate_jackpot_items",50,0,0
"xx","","crate_weapons_earlygame",50,0,0
"xx","","crate_weapons_valentines",0,0,0
"xx","","",0,0,0
"xx","care_package_1_Cb","",0,0,0
"xx","","gold_weapons",5,0,0
"xx","","Weapon_High",95,0,0
"xx","","",0,0,0
"xx","care_package_2_L","",0,0,0
"xx","","top_tier_health",100,0,0
"xx","","",0,0,0
"xx","care_package_2_R","",0,0,0
"xx","","top_tier_inventory",100,0,0
"xx","","",0,0,0
"xx","care_package_2_C","",0,0,0
"xx","","crate_jackpot_items",25,0,0
"xx","","crate_weapons_midgame",75,0,0
"xx","","crate_weapons_valentines",0,0,0
"xx","","",0,0,0
"xx","care_package_2_Cb","",0,0,0
"xx","","gold_weapons",25,0,0
"xx","","Weapon_High",75,0,0
"xx","","",0,0,0
"xx","care_package_3_L","",0,0,0
"xx","","top_tier_health",100,0,0
"xx","","",0,0,0
"xx","care_package_3_R","",0,0,0
"xx","","top_tier_inventory",100,0,0
"xx","","",0,0,0
"xx","care_package_3_C","",0,0,0
"xx","","crate_jackpot_items",0,0,0
"xx","","crate_weapons_lategame",100,0,0
"xx","","crate_weapons_valentines",0,0,0
"xx","","",0,0,0
"xx","care_package_3_Cb","",0,0,0
"xx","","gold_weapons",50,0,0
"xx","","Weapon_High",50,0,0
"xx","","",0,0,0
"xx","care_package_final_armor_or_health","",0,0,0
"xx","","armor_pickup_lv4_all_fast",50,0,0
"xx","","health_pickup_combo_full",16,0,0
"xx","","health_pickup_combo_large",17,0,0
"xx","","health_pickup_health_large",17,0,0
"xx","","",0,0,0
"xx","heatwave_care_package","",0,0,0
"xx","","helmet_pickup_lv5_sunglasses",100,0,0
"xx","","",0,0,0
"xx","Desertlands_Train","",0,0,0
"xx","","Zone_Medium",50,0,0
"xx","","Zone_High",50,0,0
"xx","","",0,0,0
"xx","Desertlands_Train_Station","",0,0,0
"xx","","Weapon_Medium",23,0,0
"xx","","ammo",13,0,0
"xx","","Health_Low",16,0,0
"xx","","ordnance",12,0,0
"xx","","Attachment_Low",18,0,0
"xx","","Armor_Medium",8,0,0
"xx","","Helmet_Low",1,0,0
"xx","","Backpack_Low",8,0,0
"xx","","Incapshield_Low",1,0,0
"xx","","",0,0,0
"xx","Bldg_Hovertank","",0,3,0
"xx","","Tick_Epic_Items",0.5,0,0
"xx","","Weapon_High",33.6,0,0
"xx","","Zone_Hovertank_Random",65.9,0,0
"xx","","",0,0,0
"xx","Zone_Hovertank_Random","",0,3,0
"xx","","ammo",7,0,0
"xx","","Health_High",24,0,0
"xx","","ordnance",24,0,0
"xx","","Attachment_High",24,0,0
"xx","","Armor_High",3,0,0
"xx","","Helmet_High",4,0,0
"xx","","Backpack_High",10,0,0
"xx","","Incapshield_High",4,0,0
"xx","","",0,0,0
"xx","Bldg_SupplyShip","",0,3,0
"xx","","Weapon_High",70,0,0
"xx","","Zone_SupplyShip_Random",30,0,0
"xx","","",0,0,0
"xx","Zone_SupplyShip_Random","",0,3,0
"xx","","ammo",10,0,0
"xx","","Health_High",26,0,0
"xx","","ordnance",20,0,0
"xx","","Attachment_Low",21,0,0
"xx","","Armor_1",23,0,0
"xx","","",0,0,0
"xx","SupplyShip_Bin_GoodStuff","",0,0,0
"xx","","Armor_3",6,0,0
"xx","","Armor_2",26,0,0
"xx","","Helmet_3",11,0,0
"xx","","Helmet_2",12,0,0
"xx","","Incapshield_3",5,0,0
"xx","","Incapshield_2",10,0,0
"xx","","Backpack_3",6,0,0
"xx","","Backpack_2",22,0,0
"xx","","Incapshield_High",2,0,0
"xx","","",0,0,0
